global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
56541,,,0.7114452719688416,1.1574795246124268,0.6506999731063843,1.4476364850997925,50000.0,0.5216000080108643,2.128792285919189,10000.0,24829.98928809166,26890.562438964844,24829.98928809166,2055.3405468463898,2.2891829013824463,0.0
57000,2.375043,3.0721295,,,,,,,,,,,,,,
57500,,,0.7221288681030273,1.1055638790130615,0.6574400067329407,1.402391791343689,50000.0,0.5339000225067139,2.0681939125061035,10000.0,25250.07741260529,27344.242587804794,25250.07741260529,2088.855375528336,2.3174197673797607,0.0
57500,2.6611583,2.1612356,,,,,,,,,,,,,,
58000,2.5963213,1.9053681,,,,,,,,,,,,,,
58454,,,0.7285351157188416,1.081535577774048,0.6565399765968323,1.405508041381836,50000.0,0.5283000469207764,2.09205174446106,10000.0,25670.230689525604,27798.60959649086,25670.230689525604,2122.9842004776,2.3531556129455566,0.0
58500,2.7902448,2.0910277,,,,,,,,,,,,,,
59000,2.5684595,2.0087879,,,,,,,,,,,,,,
59402,,,0.7279687523841858,1.1011300086975098,0.6636599898338318,1.3928900957107544,50000.0,0.5357000231742859,2.075573205947876,10000.0,26090.332412958145,28255.53872179985,26090.332412958145,2159.721203565597,2.39406418800354,0.0
59500,2.3627148,2.3693311,,,,,,,,,,,,,,
60000,2.5724301,2.1240895,,,,,,,,,,,,,,
60358,,,0.7314453125,1.0799096822738647,0.6635199785232544,1.38585102558136,50000.0,0.5383000373840332,2.071120262145996,10000.0,26510.644585371017,28715.02235078812,26510.644585371017,2198.7996776103973,2.4381754398345947,0.0
60500,2.5097656,2.134484,,,,,,,,,,,,,,
61000,2.3182163,3.991267,,,,,,,,,,,,,,
