global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
92698,,,0.6764190196990967,1.5440995693206787,0.6328999996185303,1.74272620677948,50000.0,0.5101000070571899,2.3821768760681152,10000.0,16868.0272295475,17612.059515476227,16868.0272295475,739.9654176235199,1.0766267776489258,0.0
93000,0.574006,3.434888,,,,,,,,,,,,,,
93500,0.5556179,3.4935405,,,,,,,,,,,,,,
94000,0.5558563,3.4001267,,,,,,,,,,,,,,
94500,0.5666017,3.3812828,,,,,,,,,,,,,,
95000,0.57692605,3.4766874,,,,,,,,,,,,,,
95500,0.5735339,3.3234055,,,,,,,,,,,,,,
95509,,,0.6886360049247742,1.4965471029281616,0.6438599824905396,1.6948471069335938,50000.0,0.5175000429153442,2.333891630172729,10000.0,17377.905303001404,18140.27098608017,17377.905303001404,758.1704969406128,1.1112191677093506,0.0
96000,0.58302695,3.5148385,,,,,,,,,,,,,,
96500,0.6036699,3.4916043,,,,,,,,,,,,,,
97000,0.57501376,3.451396,,,,,,,,,,,,,,
97500,0.5893277,3.4421306,,,,,,,,,,,,,,
98000,0.6076565,3.3793943,,,,,,,,,,,,,,
98320,,,0.6938377022743225,1.4277307987213137,0.6497200131416321,1.628403663635254,50000.0,0.5182999968528748,2.284141540527344,10000.0,17887.787921190262,18668.44917845726,17887.787921190262,776.3388483524323,1.1502656936645508,0.0
98500,0.5924691,3.3998048,,,,,,,,,,,,,,
99000,0.58704996,3.392606,,,,,,,,,,,,,,
99500,0.6047101,3.4255238,,,,,,,,,,,,,,
100000,0.62576234,3.4113374,,,,,,,,,,,,,,
100500,0.58403426,3.418346,,,,,,,,,,,,,,
101000,0.5751879,3.3020885,,,,,,,,,,,,,,
101129,,,0.7052973508834839,1.406061053276062,0.6511200070381165,1.633562445640564,50000.0,0.522599995136261,2.281493663787842,10000.0,18397.755425691605,19196.148114442825,18397.755425691605,793.9465079307556,1.1844494342803955,0.0
101500,0.6150788,3.3951125,,,,,,,,,,,,,,
102000,0.5916683,3.3539243,,,,,,,,,,,,,,
102500,0.6117552,3.4237344,,,,,,,,,,,,,,
103000,0.584072,3.362096,,,,,,,,,,,,,,
103500,0.5938589,3.3498569,,,,,,,,,,,,,,
103939,,,0.7524513602256775,1.2095069885253906,0.6575999855995178,1.598398208618164,50000.0,0.5339000225067139,2.2238636016845703,10000.0,18907.7311103344,19724.4368197918,18907.7311103344,812.1368012428284,1.2169291973114014,0.0
104000,0.59963524,3.2983212,,,,,,,,,,,,,,
104500,0.6094701,3.34938,,,,,,,,,,,,,,
105000,0.63517994,3.374815,,,,,,,,,,,,,,
105500,0.627829,3.3541322,,,,,,,,,,,,,,
106000,0.6324911,3.347514,,,,,,,,,,,,,,
106500,0.6067432,3.2620711,,,,,,,,,,,,,,
106749,,,0.7403738498687744,1.256012201309204,0.6581000089645386,1.60061776638031,50000.0,0.5315000414848328,2.2344987392425537,10000.0,19417.62467956543,20252.0008995533,19417.62467956543,829.6799504756927,1.2548072338104248,0.0
107000,0.6326605,3.2577274,,,,,,,,,,,,,,
107500,0.60992473,3.2546153,,,,,,,,,,,,,,
108000,0.62091535,3.2599711,,,,,,,,,,,,,,
