global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
38515,,,0.9913110733032228,0.0286752060055732,0.4532701397411206,0.9870066046714784,0.04388964548707,0.2754019034142688,43793.0,0.9861574172973632,0.0466023348271846,0.2677591567196427,43793.0,11544.876920700071,17524.579430818558,11544.876920700071,5977.058417797089,1.662172794342041,0.0
39000,0.008468741,0.032183047,,,,,,,,,,,,,,,,,
39323,,,0.991313099861145,0.0285030547529459,0.4603995903031187,0.987025260925293,0.0436160042881965,0.2800607124119326,43793.0,0.9861207604408264,0.0466319695115089,0.2656529358027344,43793.0,11785.02121591568,17880.9883582592,11785.02121591568,6093.273400306702,1.691354751586914,0.0
39500,0.008427935,0.03096976,,,,,,,,,,,,,,,,,
40000,0.009294984,0.032578103,,,,,,,,,,,,,,,,,
40100,,,0.9914779663085938,0.0280939284712076,0.4666837057423398,0.9870171546936036,0.0441532768309116,0.2768915366550076,43793.0,0.9861767888069152,0.0469576232135295,0.2707628888556856,43793.0,12025.25090932846,18236.93758249283,12025.25090932846,6208.943210840225,1.721530199050903,0.0
40500,0.0068095294,0.02873235,,,,,,,,,,,,,,,,,
40905,,,0.99159175157547,0.0278240237385034,0.4809402975676566,0.9869733452796936,0.0439461283385753,0.2773797747661502,43793.0,0.9861670732498168,0.0468482859432697,0.2682419940073253,43793.0,12265.333916902542,18591.17898917198,12265.333916902542,6323.049568891525,1.7531330585479736,0.0
41000,0.007819725,0.032452993,,,,,,,,,,,,,,,,,
41500,0.008259046,0.03180848,,,,,,,,,,,,,,,,,
